Project;Package;Class;Method;Version;LOC;Statement;Cyclomatic;Cognitive;MethodHistories;AddedLines;MaxAddedLines;AvgAddedLines;DeletedLines;MaxDeletedLines;AvgDeletedLines;Churn;MaxChurn;AvgChurn;BranchPoints;NestingDepth;ParametersCount;Buggy
BOOKKEEPER;org.apache.hedwig.server.netty;PubSubServerMXBean;getNumRequestsReceived;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PublishRequest;getMsg;4.0.0;1;1;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PublishRequest;getMsg;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PublishRequest;getMsg;4.1.1;1;1;1;0;13;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;PublishRequest;getMsg;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PublishRequest;getMsg;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionPreferences;getDescriptor;4.1.1;1;1;1;0;10;3;3;0,30;0;0;0,00;3;3;0,30;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionPreferences;getDescriptor;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionPreferences;getDescriptor;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionStateOrBuilder;getMessageBound;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionStateOrBuilder;getMessageBound;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionStateOrBuilder;getMessageBound;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.jms;LRUCacheMap;containsKey;4.2.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookieBenchmark;doOps;4.0.0;22;18;2;1;2;35;34;17,50;1;1;0,50;36;34;18,00;1;3;1;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookieBenchmark;doOps;4.1.0;22;18;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookieBenchmark;doOps;4.1.1;22;18;2;1;1;1;1;1,00;1;1;1,00;2;2;2,00;1;3;1;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookieBenchmark;doOps;4.2.0;22;18;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookieBenchmark;doOps;4.2.1;22;18;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.jms.message.header;JmsValueOrBuilder;getIntValue;4.2.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;getEnsembleSize;4.1.1;1;1;1;0;7;2;2;0,29;0;0;0,00;2;2;0,29;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;getEnsembleSize;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;getEnsembleSize;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;CompactionScanner;accept;4.1.0;1;1;2;1;1;3;3;3,00;0;0;0,00;3;3;3,00;1;1;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;CompactionScanner;accept;4.1.1;1;1;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;CompactionScanner;accept;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;CompactionScanner;accept;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.client.data;TopicSubscriber;equals;4.0.0;6;6;4;3;1;8;8;8,00;0;0;0,00;8;8;8,00;3;2;1;false
BOOKKEEPER;org.apache.hedwig.client.data;TopicSubscriber;equals;4.1.0;6;6;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;2;1;false
BOOKKEEPER;org.apache.hedwig.client.data;TopicSubscriber;equals;4.1.1;6;6;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;2;1;false
BOOKKEEPER;org.apache.hedwig.client.data;TopicSubscriber;equals;4.2.0;6;6;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;2;1;true
BOOKKEEPER;org.apache.hedwig.client.data;TopicSubscriber;equals;4.2.1;6;6;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;2;1;true
BOOKKEEPER;org.apache.bookkeeper.proto;ResponseBuilder;buildErrorResponse;4.2.1;5;4;2;1;2;11;8;5,50;2;2;1,00;13;10;6,50;1;3;2;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerRereplicationLayoutFormat;getTypeBytes;4.1.1;7;6;2;1;1;10;10;10,00;0;0;0,00;10;10;10,00;1;3;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerRereplicationLayoutFormat;getTypeBytes;4.2.0;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerRereplicationLayoutFormat;getTypeBytes;4.2.1;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;false
BOOKKEEPER;org.apache.hedwig.jms.message;MessageUtil;asBytes;4.2.1;3;3;3;2;1;3;3;3,00;0;0;0,00;3;3;3,00;2;2;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setShouldClaim;4.0.0;3;3;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setShouldClaim;4.1.0;3;3;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setShouldClaim;4.1.1;4;4;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setShouldClaim;4.2.0;4;4;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setShouldClaim;4.2.1;4;4;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.persistence;PersistenceManager;scanSingleMessage;4.0.0;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.hedwig.server.persistence;PersistenceManager;scanSingleMessage;4.1.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.hedwig.server.persistence;PersistenceManager;scanSingleMessage;4.1.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.hedwig.server.persistence;PersistenceManager;scanSingleMessage;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;true
BOOKKEEPER;org.apache.hedwig.server.persistence;PersistenceManager;scanSingleMessage;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;true
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;process;4.1.1;12;8;4;6;3;31;28;10,33;6;5;2,00;37;28;12,33;3;9;2;false
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;process;4.2.0;12;8;4;6;0;0;0;0,00;0;0;0,00;0;0;0,00;3;9;2;false
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;process;4.2.1;12;8;4;6;0;0;0;0,00;0;0;0,00;0;0;0,00;3;9;2;false
BOOKKEEPER;org.apache.bookkeeper.util;LocalBookKeeper;initializeZookeper;4.0.0;11;8;4;3;4;41;19;13,67;14;11;4,67;55;30;18,33;3;3;0;true
BOOKKEEPER;org.apache.bookkeeper.util;LocalBookKeeper;initializeZookeper;4.1.0;11;9;3;2;1;4;4;4,00;5;5;5,00;9;9;9,00;2;3;0;false
BOOKKEEPER;org.apache.bookkeeper.util;LocalBookKeeper;initializeZookeper;4.1.1;11;9;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0;false
BOOKKEEPER;org.apache.bookkeeper.util;LocalBookKeeper;initializeZookeper;4.2.0;11;9;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0;false
BOOKKEEPER;org.apache.bookkeeper.util;LocalBookKeeper;initializeZookeper;4.2.1;11;9;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;PerChannelBookieClient;handleReadResponse;4.0.0;19;18;8;10;4;79;38;26,33;20;17;6,67;99;55;33,00;7;5;4;true
BOOKKEEPER;org.apache.bookkeeper.proto;PerChannelBookieClient;handleReadResponse;4.1.0;21;20;9;14;2;4;2;2,00;1;1;0,50;5;3;2,50;8;6;4;false
BOOKKEEPER;org.apache.bookkeeper.proto;PerChannelBookieClient;handleReadResponse;4.1.1;21;20;9;14;1;1;1;1,00;1;1;1,00;2;2;2,00;8;6;4;false
BOOKKEEPER;org.apache.bookkeeper.proto;PerChannelBookieClient;handleReadResponse;4.2.0;21;20;9;14;0;0;0;0,00;0;0;0,00;0;0;0,00;8;6;4;false
BOOKKEEPER;org.apache.bookkeeper.proto;PerChannelBookieClient;handleReadResponse;4.2.1;29;23;9;16;1;22;22;22,00;14;14;14,00;36;36;36,00;8;3;1;true
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;moveDeliveryPtrForward;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;moveDeliveryPtrForward;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;moveDeliveryPtrForward;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;moveDeliveryPtrForward;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;true
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;moveDeliveryPtrForward;4.2.1;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;3;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl;HChannelImpl;writePubSubRequest;4.1.1;11;10;5;4;1;23;23;23,00;0;0;0,00;23;23;23,00;4;3;2;false
BOOKKEEPER;org.apache.hedwig.client.netty.impl;HChannelImpl;writePubSubRequest;4.2.0;11;10;5;4;0;0;0;0,00;0;0;0,00;0;0;0,00;4;3;2;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl;HChannelImpl;writePubSubRequest;4.2.1;11;10;5;4;0;0;0;0,00;0;0;0,00;0;0;0,00;4;3;2;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstanceForType;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstanceForType;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstanceForType;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstanceForType;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstanceForType;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.jms.message;StreamMessageImpl;writeObject;4.2.1;8;7;3;2;1;10;10;10,00;0;0;0,00;10;10;10,00;2;3;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;MarkerFileChannel;tryLock;4.0.0;0;0;0;0;3;10;5;5,00;1;1;0,50;11;6;5,50;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MarkerFileChannel;tryLock;4.1.0;0;0;0;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MarkerFileChannel;tryLock;4.1.1;0;0;0;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MarkerFileChannel;tryLock;4.2.0;0;0;0;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MarkerFileChannel;tryLock;4.2.1;0;0;0;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.jms;LRUCacheMap;values;4.2.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearShouldClaim;4.0.0;3;3;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearShouldClaim;4.1.0;3;3;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearShouldClaim;4.1.1;4;4;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearShouldClaim;4.2.0;4;4;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearShouldClaim;4.2.1;4;4;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;MessageSeqId;parseDelimitedFrom;4.0.0;5;4;2;1;2;18;18;18,00;0;0;0,00;18;18;18,00;1;3;2;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageSeqId;parseDelimitedFrom;4.1.0;5;4;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageSeqId;parseDelimitedFrom;4.1.1;5;4;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageSeqId;parseDelimitedFrom;4.2.0;5;4;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.protocol;MessageSeqId;parseDelimitedFrom;4.2.1;5;4;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRanges;getDescriptor;4.0.0;1;1;1;0;2;5;3;2,50;2;2;1,00;7;4;3,50;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRanges;getDescriptor;4.1.0;1;1;1;0;1;3;3;3,00;3;3;3,00;6;6;6,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRanges;getDescriptor;4.1.1;1;1;1;0;14;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRanges;getDescriptor;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRanges;getDescriptor;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.proto;WriteCallback;writeComplete;4.0.0;0;0;0;0;3;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormat;getValueDescriptor;4.1.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormat;getValueDescriptor;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormat;getValueDescriptor;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;putLedger;4.1.1;7;7;3;3;1;12;12;12,00;0;0;0,00;12;12;12,00;2;5;3;false
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;putLedger;4.2.0;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;3;false
BOOKKEEPER;org.apache.bookkeeper.replication;BookieLedgerIndexer;putLedger;4.2.1;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;3;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;enableLedgerReplication;4.1.1;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;enableLedgerReplication;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;enableLedgerReplication;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;AbstractSubscriptionManager;lostTopic;4.0.0;4;4;3;2;2;8;6;4,00;1;1;0,50;9;6;4,50;2;2;1;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;AbstractSubscriptionManager;lostTopic;4.1.0;1;1;1;0;2;6;5;3,00;4;4;2,00;10;9;5,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;AbstractSubscriptionManager;lostTopic;4.1.1;1;1;1;0;2;2;1;1,00;0;0;0,00;2;1;1,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;AbstractSubscriptionManager;lostTopic;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;AbstractSubscriptionManager;lostTopic;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;getPublishRequestOrBuilder;4.1.1;1;1;1;0;14;2;2;0,14;1;1;0,07;3;3;0,21;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;getPublishRequestOrBuilder;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;getPublishRequestOrBuilder;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.meta;MsTopicPersistenceManagerImpl;writeTopicPersistenceInfo;4.1.1;20;16;5;10;1;33;33;33,00;0;0;0,00;33;33;33,00;4;8;5;false
BOOKKEEPER;org.apache.hedwig.server.meta;MsTopicPersistenceManagerImpl;writeTopicPersistenceInfo;4.2.0;20;16;5;10;0;0;0;0,00;0;0;0,00;0;0;0,00;4;8;5;true
BOOKKEEPER;org.apache.hedwig.server.meta;MsTopicPersistenceManagerImpl;writeTopicPersistenceInfo;4.2.1;20;16;5;10;1;1;1;1,00;1;1;1,00;2;2;2,00;4;8;5;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerDescriptorImpl;isFenced;4.1.0;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerDescriptorImpl;isFenced;4.1.1;1;1;1;0;1;2;2;2,00;2;2;2,00;4;4;4,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerDescriptorImpl;isFenced;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerDescriptorImpl;isFenced;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;setFenced;4.1.1;9;8;3;2;1;14;14;14,00;0;0;0,00;14;14;14,00;2;5;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;setFenced;4.2.0;9;8;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;setFenced;4.2.1;7;6;2;1;1;1;1;1,00;4;4;4,00;5;5;5,00;1;5;1;false
BOOKKEEPER;org.apache.hedwig.admin.console;PubSubCmd;deliver;4.1.0;4;4;4;3;2;13;12;6,50;4;4;2,00;17;12;8,50;3;3;5;true
BOOKKEEPER;org.apache.hedwig.admin.console;PubSubCmd;deliver;4.1.1;4;4;4;3;7;0;0;0,00;0;0;0,00;0;0;0,00;3;3;5;false
BOOKKEEPER;org.apache.hedwig.admin.console;PubSubCmd;deliver;4.2.0;4;4;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;3;5;true
BOOKKEEPER;org.apache.hedwig.admin.console;PubSubCmd;deliver;4.2.1;4;4;4;3;2;0;0;0,00;0;0;0,00;0;0;0,00;3;3;5;true
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerSelf;4.1.1;33;23;6;6;1;52;52;52,00;0;0;0,00;52;52;52,00;5;9;3;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerSelf;4.2.0;33;23;6;6;0;0;0;0,00;0;0;0,00;0;0;0,00;5;9;3;true
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerSelf;4.2.1;33;23;6;6;1;1;1;1,00;0;0;0,00;1;1;1,00;5;9;3;true
BOOKKEEPER;org.apache.bookkeeper.client;SyncCloseCallback;closeComplete;4.0.0;5;5;1;0;7;6;6;0,86;1;1;0,14;7;7;1,00;0;3;3;true
BOOKKEEPER;org.apache.bookkeeper.client;SyncCloseCallback;closeComplete;4.1.0;5;5;1;0;9;0;0;0,00;0;0;0,00;0;0;0,00;0;3;3;true
BOOKKEEPER;org.apache.bookkeeper.client;SyncCloseCallback;closeComplete;4.1.1;5;5;1;0;12;0;0;0,00;0;0;0,00;0;0;0,00;0;3;3;false
BOOKKEEPER;org.apache.bookkeeper.client;SyncCloseCallback;closeComplete;4.2.0;5;5;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;3;3;true
BOOKKEEPER;org.apache.bookkeeper.client;SyncCloseCallback;closeComplete;4.2.1;5;5;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;3;3;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl;DefaultServerChannel;operationComplete;4.1.1;10;10;3;2;1;21;21;21,00;0;0;0,00;21;21;21,00;2;3;1;false
BOOKKEEPER;org.apache.hedwig.client.netty.impl;DefaultServerChannel;operationComplete;4.2.0;10;10;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;1;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl;DefaultServerChannel;operationComplete;4.2.1;10;10;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;1;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;InMemorySubscriptionState;getLastConsumeSeqId;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;InMemorySubscriptionState;getLastConsumeSeqId;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;InMemorySubscriptionState;getLastConsumeSeqId;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;InMemorySubscriptionState;getLastConsumeSeqId;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;InMemorySubscriptionState;getLastConsumeSeqId;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.streaming;LedgerOutputStream;close;4.0.0;0;0;0;0;3;10;5;5,00;1;1;0,50;11;6;5,50;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;getMessageType;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;getMessageType;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;getMessageType;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;mergeState;4.1.1;10;8;4;4;1;15;15;15,00;0;0;0,00;15;15;15,00;3;5;1;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;mergeState;4.2.0;10;8;4;4;0;0;0;0,00;0;0;0,00;0;0;0,00;3;5;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;mergeState;4.2.1;10;8;4;4;0;0;0;0,00;0;0;0,00;0;0;0,00;3;5;1;true
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormatOrBuilder;getPassword;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormatOrBuilder;getPassword;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LedgerMetadataFormatOrBuilder;getPassword;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setPublishedMsgId;4.1.1;7;6;2;1;13;22;22;1,83;0;0;0,00;22;22;1,83;1;3;1;false
