Project;Package;Class;Method;Version;LOC;Statement;Cyclomatic;Cognitive;MethodHistories;AddedLines;MaxAddedLines;AvgAddedLines;DeletedLines;MaxDeletedLines;AvgDeletedLines;Churn;MaxChurn;AvgChurn;BranchPoints;NestingDepth;ParametersCount;Buggy
BOOKKEEPER;org.apache.bookkeeper.proto;Segment;newBuilderForType;4.1.1;2;2;1;0;2;5;5;5,00;0;0;0,00;5;5;5,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.proto;Segment;newBuilderForType;4.2.0;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.proto;Segment;newBuilderForType;4.2.1;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.proto;LockDataFormat;internalGetFieldAccessorTable;4.1.1;1;1;1;0;2;3;3;1,50;0;0;0,00;3;3;1,50;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LockDataFormat;internalGetFieldAccessorTable;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;LockDataFormat;internalGetFieldAccessorTable;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;Counter;dec;4.0.0;0;0;0;0;3;6;3;3,00;2;2;1,00;8;5;4,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeRequest;writeTo;4.0.0;8;8;4;3;2;26;13;13,00;11;11;5,50;37;24;18,50;3;3;1;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeRequest;writeTo;4.1.0;10;10;5;4;1;16;16;16,00;16;16;16,00;32;32;32,00;4;3;1;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeRequest;writeTo;4.1.1;14;14;7;6;14;14;8;1,00;0;0;0,00;14;8;1,00;6;3;1;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeRequest;writeTo;4.2.0;14;14;7;6;0;0;0;0,00;0;0;0,00;0;0;0,00;6;3;1;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeRequest;writeTo;4.2.1;14;14;7;6;0;0;0;0,00;0;0;0,00;0;0;0,00;6;3;1;true
BOOKKEEPER;org.apache.hedwig.jms;QueueSubscription;isTopic;4.2.1;1;1;1;0;2;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;process;4.0.0;12;11;6;9;4;36;24;12,00;2;2;0,67;38;24;12,67;5;6;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;process;4.1.0;23;19;6;7;2;6;5;3,00;7;4;3,50;13;9;6,50;5;7;3;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;process;4.1.1;5;4;2;1;16;23;13;1,53;9;9;0,60;32;13;2,13;1;3;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;process;4.2.0;5;4;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;process;4.2.1;5;4;2;1;2;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.jms.message;MapMessageImpl;getFloat;4.2.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;true
BOOKKEEPER;org.apache.bookkeeper.metastore;MetastoreTableItem;setValue;4.1.1;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.metastore;MetastoreTableItem;setValue;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.metastore;MetastoreTableItem;setValue;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;InterleavedLedgerStorage;getEntry;4.1.0;7;7;3;2;2;17;15;8,50;2;2;1,00;19;15;9,50;2;3;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;InterleavedLedgerStorage;getEntry;4.1.1;7;7;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;InterleavedLedgerStorage;getEntry;4.2.0;7;7;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;InterleavedLedgerStorage;getEntry;4.2.1;7;7;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;ledgerExists;4.1.0;7;7;3;3;1;12;12;12,00;0;0;0,00;12;12;12,00;2;7;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;ledgerExists;4.1.1;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;7;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;ledgerExists;4.2.0;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;7;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheImpl;ledgerExists;4.2.1;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;7;1;false
BOOKKEEPER;org.apache.bookkeeper.client;CloseCb;operationComplete;4.1.0;16;14;3;3;1;22;22;22,00;1;1;1,00;23;23;23,00;2;5;2;true
BOOKKEEPER;org.apache.bookkeeper.client;CloseCb;operationComplete;4.1.1;18;16;4;5;7;29;16;5,80;23;15;4,60;52;28;10,40;3;5;2;false
BOOKKEEPER;org.apache.bookkeeper.client;CloseCb;operationComplete;4.2.0;18;16;4;5;0;0;0;0,00;0;0;0,00;0;0;0,00;3;5;2;false
BOOKKEEPER;org.apache.bookkeeper.client;CloseCb;operationComplete;4.2.1;18;16;4;5;0;0;0;0,00;0;0;0,00;0;0;0,00;3;5;2;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;realGetOwner;4.0.0;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;4;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;realGetOwner;4.1.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;realGetOwner;4.1.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;realGetOwner;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;true
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;realGetOwner;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionOptionsOrBuilder;getOptionsOrBuilder;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionOptionsOrBuilder;getOptionsOrBuilder;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionOptionsOrBuilder;getOptionsOrBuilder;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManager;asyncProcessLedgers;4.0.0;1;1;1;0;1;5;5;5,00;0;0;0,00;5;5;5,00;0;1;5;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManager;asyncProcessLedgers;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManager;asyncProcessLedgers;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManager;asyncProcessLedgers;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManager;asyncProcessLedgers;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;updateZnodeStatus;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;1;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;updateZnodeStatus;4.1.0;1;1;1;0;4;2;2;0,50;0;0;0,00;2;2;0,50;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;updateZnodeStatus;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;updateZnodeStatus;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;updateZnodeStatus;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.jms.selector;TreeDumperSelectorParserVisitor;emitDebug;4.2.1;12;12;5;4;1;17;17;17,00;0;0;0,00;17;17;17,00;4;3;3;true
BOOKKEEPER;org.apache.hedwig.jms.message;MessageImpl;setJMSTimestamp;4.2.1;2;2;1;0;1;5;5;5,00;0;0;0,00;5;5;5,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl.simple;SimpleHChannelManager;closeSubscriptionChannels;4.1.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.client.netty.impl.simple;SimpleHChannelManager;closeSubscriptionChannels;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.client.netty.impl.simple;SimpleHChannelManager;closeSubscriptionChannels;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;performRequest;4.1.1;0;0;1;0;10;3;3;0,30;0;0;0,00;3;3;0,30;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;performRequest;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;FIFODeliveryManager;performRequest;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.jms.spi;HedwigConnectionImpl;createQueueSession;4.2.1;1;1;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;2;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearStartDeliveryRequest;4.0.0;3;3;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearStartDeliveryRequest;4.1.0;3;3;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearStartDeliveryRequest;4.1.1;7;6;2;1;1;7;7;7,00;3;3;3,00;10;10;10,00;1;3;0;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearStartDeliveryRequest;4.2.0;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;clearStartDeliveryRequest;4.2.1;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;true
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerListener;4.1.1;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerListener;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.topics;ZkHubServerManager;registerListener;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerStorage;getEntry;4.1.0;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerStorage;getEntry;4.1.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerStorage;getEntry;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerStorage;getEntry;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;2;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;AbstractBenchmark;runPhase;4.0.0;7;6;2;1;1;11;11;11,00;0;0;0,00;11;11;11,00;1;3;2;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;AbstractBenchmark;runPhase;4.1.0;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;AbstractBenchmark;runPhase;4.1.1;7;6;2;1;1;2;2;2,00;1;1;1,00;3;3;3,00;1;3;2;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;AbstractBenchmark;runPhase;4.2.0;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;AbstractBenchmark;runPhase;4.2.1;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.client.handlers;AbstractResponseHandler;handleResponse;4.1.1;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;3;false
BOOKKEEPER;org.apache.hedwig.client.handlers;AbstractResponseHandler;handleResponse;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;3;true
BOOKKEEPER;org.apache.hedwig.client.handlers;AbstractResponseHandler;handleResponse;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;3;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Journal;fullRead;4.1.0;7;7;3;3;1;10;10;10,00;0;0;0,00;10;10;10,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;Journal;fullRead;4.1.1;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;Journal;fullRead;4.2.0;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;Journal;fullRead;4.2.1;7;7;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeResponse;initFields;4.1.1;1;1;1;0;8;2;2;0,25;0;0;0,00;2;2;0,25;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeResponse;initFields;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscribeResponse;initFields;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.netty;PubSubServerMXBean;getUnsubStats;4.1.0;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.netty;PubSubServerMXBean;getUnsubStats;4.1.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.netty;PubSubServerMXBean;getUnsubStats;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.server.netty;PubSubServerMXBean;getUnsubStats;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;serializeVersion1;4.1.1;14;14;5;6;4;7;4;1,75;15;12;3,75;22;16;5,50;4;5;0;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;serializeVersion1;4.2.0;14;14;5;6;0;0;0;0,00;0;0;0,00;0;0;0,00;4;5;0;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerMetadata;serializeVersion1;4.2.1;14;14;5;6;1;1;1;1,00;1;1;1,00;2;2;2,00;4;5;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;CookieFormat;getBookieHost;4.1.1;9;8;3;3;4;13;13;3,25;0;0;0,00;13;13;3,25;2;5;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;CookieFormat;getBookieHost;4.2.0;9;8;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;CookieFormat;getBookieHost;4.2.1;9;8;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getServerPort;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getServerPort;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getServerPort;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getServerPort;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getServerPort;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LastLogMark;rollLog;4.0.0;15;14;4;4;4;40;16;13,33;13;13;4,33;53;29;17,67;3;5;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LastLogMark;rollLog;4.1.0;15;14;4;4;2;24;22;12,00;0;0;0,00;24;22;12,00;3;5;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LastLogMark;rollLog;4.1.1;19;17;3;3;3;13;9;4,33;6;3;2,00;19;11;6,33;2;5;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LastLogMark;rollLog;4.2.0;19;17;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LastLogMark;rollLog;4.2.1;19;17;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;releaseTopic;4.0.0;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;releaseTopic;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;releaseTopic;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;releaseTopic;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;true
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;releaseTopic;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;3;true
BOOKKEEPER;org.apache.hedwig.server.persistence;LocalDBPersistenceManager;createTable;4.0.0;6;5;2;1;1;10;10;10,00;0;0;0,00;10;10;10,00;1;3;2;true
BOOKKEEPER;org.apache.hedwig.server.persistence;LocalDBPersistenceManager;createTable;4.1.0;13;10;4;3;1;11;11;11,00;1;1;1,00;12;12;12,00;3;7;2;false
BOOKKEEPER;org.apache.hedwig.server.persistence;LocalDBPersistenceManager;createTable;4.1.1;13;10;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;7;2;false
BOOKKEEPER;org.apache.hedwig.server.persistence;LocalDBPersistenceManager;createTable;4.2.0;13;10;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;7;2;true
BOOKKEEPER;org.apache.hedwig.server.persistence;LocalDBPersistenceManager;createTable;4.2.1;13;10;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;7;2;true
BOOKKEEPER;org.apache.hedwig.jms;Subscriptions;createIfMissingAndAdd;4.2.1;10;10;4;3;1;14;14;14,00;0;0;0,00;14;14;14,00;3;3;3;true
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;markLedgerReplicated;4.1.1;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;1;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;markLedgerReplicated;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;markLedgerReplicated;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ActiveSubscriberState;getLastScanErrorTime;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ActiveSubscriberState;getLastScanErrorTime;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ActiveSubscriberState;getLastScanErrorTime;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ActiveSubscriberState;getLastScanErrorTime;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.delivery;ActiveSubscriberState;getLastScanErrorTime;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.meta;MsSubscriptionDataManagerImpl;complete;4.1.1;5;5;2;1;6;160;160;160,00;0;0;0,00;160;160;160,00;1;3;3;false
BOOKKEEPER;org.apache.hedwig.server.meta;MsSubscriptionDataManagerImpl;complete;4.2.0;5;5;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;3;true
BOOKKEEPER;org.apache.hedwig.server.meta;MsSubscriptionDataManagerImpl;complete;4.2.1;5;5;2;1;6;0;0;0,00;0;0;0,00;0;0;0,00;1;3;3;true
BOOKKEEPER;org.apache.hedwig.server.proxy;HedwigProxy;getStopDeliveryHandler;4.1.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.proxy;HedwigProxy;getStopDeliveryHandler;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.proxy;HedwigProxy;getStopDeliveryHandler;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.proxy;HedwigProxy;getStopDeliveryHandler;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;FileSystemUpgrade;detectPreviousVersion;4.1.0;17;14;6;5;2;36;30;18,00;0;0;0,00;36;30;18,00;5;3;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;FileSystemUpgrade;detectPreviousVersion;4.1.1;17;14;6;5;1;2;2;2,00;1;1;1,00;3;3;3,00;5;3;1;false
BOOKKEEPER;org.apache.bookkeeper.bookie;FileSystemUpgrade;detectPreviousVersion;4.2.0;17;14;6;5;0;0;0;0,00;0;0;0,00;0;0;0,00;5;3;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;FileSystemUpgrade;detectPreviousVersion;4.2.1;17;14;6;5;1;1;1;1,00;1;1;1,00;2;2;2,00;5;3;1;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;getMessageBound;4.1.0;1;1;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;getMessageBound;4.1.1;1;1;1;0;13;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;getMessageBound;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;getMessageBound;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.util;DirDeleterThred;addDirToDelete;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.util;DirDeleterThred;addDirToDelete;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.util;DirDeleterThred;addDirToDelete;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.util;DirDeleterThred;addDirToDelete;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.util;DirDeleterThred;addDirToDelete;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstance;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstance;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstance;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstance;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;LedgerRange;getDefaultInstance;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.client;ReadOnlyBookieWatcher;process;4.1.1;1;1;1;0;3;3;3;1,00;0;0;0,00;3;3;1,00;0;1;1;false
BOOKKEEPER;org.apache.bookkeeper.client;ReadOnlyBookieWatcher;process;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
